id,stream_id,question_text,answer,task_category,min_fps,source_url,clip_start_sec,clip_end_sec,haystack_file,haystack_subset,haystack_window_start_sec,haystack_window_duration_sec,insertion_offset_sec,position_bin,stream_needle_start_sec,stream_needle_end_sec,stream_cert_start_sec,stream_cert_end_sec,stream_query_time_sec
fpsbench_000467,fpsstream_000465,What is the third attack the character on the left lands on his opponent?,B,fine_grained_motion,4,https://www.youtube.com/watch?v=sv-mgB5oZ34,97.0,105.0,order_128.mp4,order,7.884,592.0,503.814,late,503.814,511.814,507.814,510.814,510.814
fpsbench_000468,fpsstream_000466,"After performing multiple low kicks, what is the first attack the character on the right lands on his opponent?",A,fine_grained_motion,6,https://www.youtube.com/watch?v=j7rKE3BBp2w,90.0,100.0,subPlot_new_all_62.mp4,subPlot,148.239,589.99,72.934,early,72.934,82.944,76.934,79.934,79.934
fpsbench_000469,fpsstream_000467,"After performing multiple low kicks, what is the second attack the character on the right lands on his opponent?",A,fine_grained_motion,6,https://www.youtube.com/watch?v=j7rKE3BBp2w,90.0,100.0,order_74.mp4,order,7.555,589.99,309.253,middle,309.253,319.263,313.253,316.253,316.253
fpsbench_000470,fpsstream_000468,"After performing multiple low kicks, what is the third attack the character on the right lands on his opponent?",C,fine_grained_motion,6,https://www.youtube.com/watch?v=j7rKE3BBp2w,90.0,100.0,subPlot_new_all_111.mp4,subPlot,334.344,589.99,515.583,late,515.583,525.593,519.583,522.583,522.583
fpsbench_000471,fpsstream_000469,"Which option is closest to what the timer next to ""Ready"" displaying right as the truck left the screen?",B,state_at_event,5,https://www.youtube.com/watch?v=sTCXMrfdhtU,5.0,15.0,count_175.mp4,count,208.047,590.0,120.962,early,120.962,130.962,123.962,124.962,124.962
fpsbench_000472,fpsstream_000470,How much time is left on the timer at the top of the video when the player with the ball crosses the 30 yard line?,A,state_at_event,8,https://www.youtube.com/watch?v=TCGU2fbCUnA,60.0,68.0,order_209.mp4,order,3064.418,592.0,263.448,middle,263.448,271.448,268.448,271.448,271.448
fpsbench_000473,fpsstream_000471,How much time is left on the shotclock when the ball enters the basket?,B,state_at_event,8,https://www.youtube.com/watch?v=lBniWxotKZ4,15.0,19.0,order_258.mp4,order,4.603,595.996,432.683,late,432.683,436.687,434.683,436.683,436.683
fpsbench_000474,fpsstream_000472,What direction is the camera moving at the instant the blue player catches the kicked ball?,A,state_at_event,6,https://www.youtube.com/watch?v=kEyke0jiAhc,118.0,128.0,order_81.mp4,order,177.345,590.0,145.441,early,145.441,155.441,148.441,149.441,149.441
fpsbench_000475,fpsstream_000473,What direction is the camera moving at the instant the blue runningback takes the handoff?,C,state_at_event,6,https://www.youtube.com/watch?v=kEyke0jiAhc,137.0,147.0,surveil_171.mp4,surveil,8.937,590.0,262.1,middle,262.1,272.1,265.1,266.1,266.1
fpsbench_000476,fpsstream_000474,How much time is left on the clock when the ball enters the basket?,A,state_at_event,8,https://www.youtube.com/watch?v=lBniWxotKZ4,48.0,52.0,subPlot_new_all_155.mp4,subPlot,38.433,595.996,506.749,late,506.749,510.753,508.749,510.749,510.749
fpsbench_000477,fpsstream_000475,How much time is left on the clock when the ball enters the basket?,B,state_at_event,5,https://www.youtube.com/watch?v=lBniWxotKZ4,73.0,78.0,order_246.mp4,order,3.378,594.995,171.834,early,171.834,176.839,174.834,176.834,176.834
fpsbench_000478,fpsstream_000476,What direction is the POV player moving when the enemy is killed?,B,state_at_event,6,https://www.youtube.com/watch?v=TyyUpxVV9XU,48.0,57.0,order_62.mp4,order,477.517,591.0,342.526,middle,342.526,351.526,349.526,350.526,350.526
fpsbench_000479,fpsstream_000477,What direction is the camera moving when the POV player is killed?,B,state_at_event,4,https://www.youtube.com/watch?v=z9XOWhkoCgo,76.0,86.0,subPlot_new_all_86.mp4,subPlot,24.646,589.99,487.908,late,487.908,497.918,492.908,494.908,494.908
fpsbench_000480,fpsstream_000478,What direction is the camera moving when the POV player is killed?,D,state_at_event,5,https://www.youtube.com/watch?v=z9XOWhkoCgo,130.0,140.0,order_39.mp4,order,34.679,589.99,112.578,early,112.578,122.588,118.578,119.578,119.578
fpsbench_000481,fpsstream_000479,How much time is left on the clock when the ball enters the basket?,A,state_at_event,10,https://www.youtube.com/watch?v=lBniWxotKZ4,83.0,88.0,order_44.mp4,order,57.165,594.995,269.096,middle,269.096,274.101,272.096,274.096,274.096
fpsbench_000482,fpsstream_000480,How many of #24's teammates are visible at the moment he takes a shot?,C,state_at_event,6,https://www.youtube.com/watch?v=mgfnVseKzxE,6.0,16.0,ego_71.mp4,ego,128.664,589.99,530.539,late,530.539,540.549,532.539,538.539,538.539
fpsbench_000483,fpsstream_000481,"When the goalkeeper blocks the shot, how many players with white jerseys are visible?",C,state_at_event,8,https://www.youtube.com/watch?v=mgfnVseKzxE,180.0,190.0,subPlot_new_all_198.mp4,subPlot,53.221,589.99,135.821,early,135.821,145.831,141.821,142.821,142.821
fpsbench_000484,fpsstream_000482,What direction is the player who scored moving when they take the shot?,B,state_at_event,5,https://www.youtube.com/watch?v=DDX3KziHVCk,0.0,10.0,subPlot_new_all_141.mp4,subPlot,149.829,590.0,273.144,middle,273.144,283.144,277.144,278.144,278.144
fpsbench_000485,fpsstream_000483,What does the goalkeeper use to block the shot?,B,blink_and_miss,6,https://www.youtube.com/watch?v=mgfnVseKzxE,180.0,190.0,subPlot_new_all_105.mp4,subPlot,23.919,589.99,494.201,late,494.201,504.211,500.201,501.201,501.201
fpsbench_000486,fpsstream_000484,"Including the shooter, how many total people are clearly visible on the ice when #66 takes a shot?",C,state_at_event,6,https://www.youtube.com/watch?v=DDX3KziHVCk,50.0,60.0,count_236.mp4,count,11.862,590.0,61.968,early,61.968,71.968,65.968,68.968,68.968
fpsbench_000487,fpsstream_000485,How many dancers are visible when the camera flashes?,B,state_at_event,7,https://www.youtube.com/watch?v=uHIgpJlifdU,20.0,30.0,order_289.mp4,order,2179.536,590.0,249.03,middle,249.03,259.03,256.03,257.03,257.03
fpsbench_000488,fpsstream_000486,What direction does the camera move once the cameraman is no longer visible?,A,state_at_event,4,https://www.youtube.com/watch?v=-WN7r7BlN1E,25.0,36.0,subPlot_new_all_32.mp4,subPlot,187.847,589.0,437.594,late,437.594,448.594,442.594,444.594,444.594
fpsbench_000489,fpsstream_000487,How many spectators are visible when the skateboarder begins to fall off?,A,state_at_event,4,https://www.youtube.com/watch?v=vriPdD6kmTE,20.0,30.0,subPlot_new_all_9.mp4,subPlot,132.343,589.99,76.753,early,76.753,86.763,79.753,80.753,80.753
fpsbench_000490,fpsstream_000488,Which of the follwoing is true when the camera angle changes to where the license plate of the car is visible?,B,state_at_event,23,https://www.youtube.com/watch?v=lUKJPlwk6fg,25.0,31.0,order_84.mp4,order,7.922,594.0,354.431,middle,354.431,360.431,357.431,358.431,358.431
fpsbench_000491,fpsstream_000489,How many pigeons are visible right before the hunter takes their second shot?,B,state_at_event,7,https://www.youtube.com/watch?v=h4anfBxIp8Q,3.0,14.0,subPlot_new_all_117.mp4,subPlot,100.849,588.989,520.098,late,520.098,531.109,527.098,528.098,528.098
fpsbench_000492,fpsstream_000490,How many red health bars are visible in the game when loulex is killed?,A,state_at_event,4,https://www.youtube.com/watch?v=9_kJL1y9lmc,80.0,90.0,order_257.mp4,order,721.152,589.99,145.787,early,145.787,155.797,150.787,151.787,151.787
fpsbench_000493,fpsstream_000491,What does the clock above the basket say at the moment the player in white catches the rebound?,D,state_at_event,5,https://www.youtube.com/watch?v=dgtL_dxmZfQ,20.0,30.0,subPlot_new_all_29.mp4,subPlot,261.698,589.99,346.546,middle,346.546,356.556,350.546,351.546,351.546
fpsbench_000494,fpsstream_000492,which of these best describes the gesture the person did with his left hand?,A,fine_grained_motion,5,https://www.youtube.com/watch?v=fslRocxe2SY,88.0,103.0,order_16.mp4,order,7.492,585.0,481.684,late,481.684,496.684,488.684,490.684,490.684
fpsbench_000495,fpsstream_000493,What time is showing when the 12 sign exits the frame?,A,state_at_event,5,https://www.youtube.com/watch?v=ZgyX9fGiIRQ,25.0,35.0,subPlot_new_all_102.mp4,subPlot,401.839,590.0,144.698,early,144.698,154.698,149.698,150.698,150.698
fpsbench_000496,fpsstream_000494,What causes the rally to end?,A,causality_detection,5,https://www.youtube.com/watch?v=S2Ref2fJkTM,10.0,13.0,count_205.mp4,count,41.848,597.0,267.672,middle,267.672,270.672,267.672,270.672,270.672
fpsbench_000497,fpsstream_000495,"What is the shown upload speed when ""Hosted by: Telstra"" appears?",A,state_at_event,4,https://www.youtube.com/watch?v=jD0h50-3IQE,136.0,145.0,order_77.mp4,order,50.431,591.0,524.418,late,524.418,533.418,528.418,529.418,529.418
fpsbench_000498,fpsstream_000496,"When one of the ball enters the red section of the track, where is the other ball?",A,state_at_event,5,https://www.youtube.com/watch?v=aCwSx1Phzos,23.0,38.0,movie101_65.mp4,movie101,3.985,584.985,153.649,early,153.649,168.664,159.649,161.649,161.649
fpsbench_000499,fpsstream_000497,"As one of the ball leaves the red section of the track, where is the other ball?",A,state_at_event,6,https://www.youtube.com/watch?v=aCwSx1Phzos,23.0,38.0,order_18.mp4,order,75.334,584.985,342.008,middle,342.008,357.023,350.008,351.008,351.008
fpsbench_000500,fpsstream_000498,What causes the rally to end?,A,causality_detection,4,https://www.youtube.com/watch?v=S2Ref2fJkTM,23.0,28.0,count_151.mp4,count,233.955,595.0,530.042,late,530.042,535.042,531.042,535.042,535.042
fpsbench_000501,fpsstream_000499,What causes the rally to end?,C,causality_detection,5,https://www.youtube.com/watch?v=BBIqh_QgSBc,0.0,15.0,subPlot_new_all_160.mp4,subPlot,291.632,584.985,61.996,early,61.996,77.011,72.996,76.996,76.996
fpsbench_000502,fpsstream_000500,What causes the rally to end?,C,causality_detection,5,https://www.youtube.com/watch?v=uZXQryB9ZAw,67.0,72.0,subPlot_new_all_119.mp4,subPlot,152.715,594.995,352.946,middle,352.946,357.951,352.946,357.946,357.946
fpsbench_000503,fpsstream_000501,What causes the rally to end?,A,causality_detection,4,https://www.youtube.com/watch?v=uZXQryB9ZAw,90.0,98.0,order_117.mp4,order,52.924,591.992,514.825,late,514.825,522.833,519.825,522.825,522.825
fpsbench_000504,fpsstream_000502,What causes the rally to end?,A,causality_detection,4,https://www.youtube.com/watch?v=R812he3NMEU,112.0,120.0,order_3.mp4,order,60.916,592.0,147.626,early,147.626,155.626,151.626,153.626,153.626
fpsbench_000505,fpsstream_000503,What causes the rally to end?,A,causality_detection,4,https://www.youtube.com/watch?v=R812he3NMEU,137.0,147.0,subPlot_new_all_139.mp4,subPlot,3694.353,590.0,302.527,middle,302.527,312.527,310.527,311.527,311.527
fpsbench_000506,fpsstream_000504,What caused the team wearing black to win a point?,B,causality_detection,6,https://www.youtube.com/watch?v=zFXUVHRiVZQ,166.0,178.0,subPlot_new_all_85.mp4,subPlot,246.156,587.988,452.058,late,452.058,464.07,457.058,462.058,462.058
fpsbench_000507,fpsstream_000505,Were the two swimmers wearing red and green swimsuits synchronous?,B,synchronization_assessment,5,https://www.youtube.com/watch?v=d-3ZxL8pguw,137.0,146.0,subPlot_new_all_131.mp4,subPlot,55.727,591.0,155.91,early,155.91,164.91,157.91,161.91,161.91
fpsbench_000508,fpsstream_000506,Were the dancers wearing red dress in the front row synchronized when they point with their left hand?,D,synchronization_assessment,4,https://www.youtube.com/watch?v=cpk-5Hp6ZUQ,75.0,85.0,order_65.mp4,order,124.053,590.0,271.525,middle,271.525,281.525,273.525,277.525,277.525
fpsbench_000509,fpsstream_000507,Do the cockatiels peck at the food together in the video?,B,synchronization_assessment,5,https://www.youtube.com/watch?v=r0u244KeDW4,4.0,16.0,subPlot_new_all_197.mp4,subPlot,426.504,588.0,448.802,late,448.802,460.802,448.802,460.802,460.802
fpsbench_000510,fpsstream_000508,Do the dancers clap above their head in sync?,A,synchronization_assessment,5,https://www.youtube.com/watch?v=aLmmKD3pHmE,0.0,10.0,count_237.mp4,count,132.695,590.0,115.52,early,115.52,125.52,120.52,122.52,122.52
fpsbench_000511,fpsstream_000509,What causes the rally to end?,D,causality_detection,12,https://www.youtube.com/watch?v=zHkZzU0EcSI,0.0,14.0,movie101_76.mp4,movie101,85.707,585.986,262.217,middle,262.217,276.231,270.217,272.217,272.217
fpsbench_000512,fpsstream_000510,Do all of them raise their hand synchronously?,C,synchronization_assessment,4,https://www.youtube.com/watch?v=DZfiMBeicLE,201.0,207.0,subPlot_new_all_196.mp4,subPlot,213.445,593.994,451.296,late,451.296,457.302,455.296,457.296,457.296
fpsbench_000513,fpsstream_000511,Which of the following is false about the players in the blue jersey?,B,synchronization_assessment,12,https://www.youtube.com/watch?v=zHkZzU0EcSI,0.0,14.0,subPlot_new_all_61.mp4,subPlot,164.557,585.986,123.732,early,123.732,137.746,131.732,135.732,135.732
fpsbench_000514,fpsstream_000512,Does the soloist place their bow on their violin at the same time as the orchestra?,B,synchronization_assessment,7,https://www.youtube.com/watch?v=lSSvSO3FHHw,0.0,10.0,subPlot_new_all_22.mp4,subPlot,5.925,590.0,308.018,middle,308.018,318.018,313.018,315.018,315.018
fpsbench_000515,fpsstream_000513,Which of these is true about the Drumss hold their sticks together after finishing Drums?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=KuoXAOMwqNA,163.0,178.0,order_43.mp4,order,20.46,585.0,417.55,late,417.55,432.55,427.55,428.55,428.55
fpsbench_000516,fpsstream_000514,Did the singers bow synchronously?,D,synchronization_assessment,6,https://www.youtube.com/watch?v=yTbwgoh6FEM,0.0,16.0,subPlot_new_all_182.mp4,subPlot,20.457,584.0,78.181,early,78.181,94.181,85.181,87.181,87.181
fpsbench_000517,fpsstream_000515,Were the two swimmers in the middle frame synchronous?,B,synchronization_assessment,4,https://www.youtube.com/watch?v=1lbg8J6811s,10.0,21.0,surveil_108.mp4,surveil,985.351,589.0,351.91,middle,351.91,362.91,351.91,362.91,362.91
fpsbench_000518,fpsstream_000516,Did the all the singers who showed their palm lower their hand synchronously?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=yTbwgoh6FEM,0.0,16.0,order_54.mp4,order,52.796,584.0,497.327,late,497.327,513.327,506.327,509.327,509.327
fpsbench_000519,fpsstream_000517,Were the dancers synchronous in their last foot tap?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=-1449QTBIXI,41.0,49.0,surveil_115.mp4,surveil,106.677,592.0,162.088,early,162.088,170.088,166.088,168.088,168.088
fpsbench_000520,fpsstream_000518,Are the swimmers synchronous when lifting up their right leg?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=_0K1JmY8Rzw,69.0,77.0,subPlot_new_all_48.mp4,subPlot,28.926,592.0,241.888,middle,241.888,249.888,242.888,244.888,244.888
fpsbench_000521,fpsstream_000519,Which of these is not representative of what the singers did after bowing?,D,blink_and_miss,4,https://www.youtube.com/watch?v=yTbwgoh6FEM,0.0,16.0,order_171.mp4,order,1134.784,584.0,459.456,late,459.456,475.456,468.456,471.456,471.456
fpsbench_000522,fpsstream_000520,Were the dancers in sync after they raised their right hand?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=cPaZyKvr8Ew,35.0,46.0,order_281.mp4,order,1.011,589.0,147.066,early,147.066,158.066,147.066,158.066,158.066
fpsbench_000523,fpsstream_000521,Which of the following about the person in the middle is true?,B,blink_and_miss,4,https://www.youtube.com/watch?v=yTbwgoh6FEM,33.0,49.0,subPlot_new_all_80.mp4,subPlot,292.935,584.0,288.162,middle,288.162,304.162,289.162,303.162,303.162
fpsbench_000524,fpsstream_000522,Which of the following is true about the swimmers raising from the water and pointing with their right hand?,D,synchronization_assessment,4,https://www.youtube.com/watch?v=1lbg8J6811s,20.0,28.0,count_20.mp4,count,24.346,592.0,472.77,late,472.77,480.77,475.77,477.77,477.77
fpsbench_000525,fpsstream_000523,Does the second guitarist from the right start turning at the same time as when the background becomes black?,B,synchronization_assessment,4,https://www.youtube.com/watch?v=8GrQ2wGe8g8,5.0,15.0,order_13.mp4,order,39.321,589.99,159.527,early,159.527,169.537,163.527,165.527,165.527
fpsbench_000526,fpsstream_000524,Does the man in the white shirt on the left or the woman in the red shirt start dancing first?,C,synchronization_assessment,4,https://www.youtube.com/watch?v=vbeXywmPVvQ,186.0,196.0,subPlot_new_all_31.mp4,subPlot,3.421,590.0,350.923,middle,350.923,360.923,354.923,355.923,355.923
fpsbench_000527,fpsstream_000525,"After the girl lands, which skater begins to raise their arms first?",B,synchronization_assessment,6,https://www.youtube.com/watch?v=jsxqOGVD17I,57.0,67.0,surveil_100.mp4,surveil,3333.497,590.0,445.39,late,445.39,455.39,450.39,451.39,451.39
fpsbench_000528,fpsstream_000526,"After the inital dance, do the skaters start skating at the same time?",A,synchronization_assessment,4,https://www.youtube.com/watch?v=e2AZDRz31gc,66.0,76.0,subPlot_new_all_56.mp4,subPlot,82.255,590.0,160.578,early,160.578,170.578,167.578,168.578,168.578
fpsbench_000529,fpsstream_000527,Do the herd of wildebeest in the background start fleeing the scene in sync?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=i1y4V3eXe8M,52.0,65.0,subPlot_new_all_101.mp4,subPlot,199.49,587.0,315.598,middle,315.598,328.598,322.598,325.598,325.598
fpsbench_000530,fpsstream_000528,Are the soldiers behind the flag-carriers marching in sync?,A,synchronization_assessment,7,https://www.youtube.com/watch?v=QWjQUmsGhxM,10.0,20.0,subPlot_new_all_142.mp4,subPlot,197.439,590.0,462.913,late,462.913,472.913,462.913,467.913,467.913
fpsbench_000531,fpsstream_000529,Which tractor's wheels start turning first?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=K34pXBBxlmo,30.0,40.0,subPlot_new_all_175.mp4,subPlot,708.786,589.941,144.996,early,144.996,155.055,150.996,151.996,151.996
fpsbench_000532,fpsstream_000530,Which statement is true of the clip?,C,synchronization_assessment,5,https://www.youtube.com/watch?v=OSoR8ZvAij0,115.0,125.0,order_249.mp4,order,155.636,589.984,352.522,middle,352.522,362.538,357.522,359.522,359.522
fpsbench_000533,fpsstream_000531,Are the cheerleaders in the row closest to the camera dancing in sync?,B,synchronization_assessment,4,https://www.youtube.com/watch?v=MYaL3gozJGI,0.0,10.0,order_100.mp4,order,65.627,590.0,510.85,late,510.85,520.85,514.85,517.85,517.85
fpsbench_000534,fpsstream_000532,Do the two skaters start their turn at the same time?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=s7WuugeKipM,72.0,82.0,subPlot_new_all_90.mp4,subPlot,328.894,590.0,118.461,early,118.461,128.461,121.461,122.461,122.461
fpsbench_000535,fpsstream_000533,"After the dance starts, are the girls closest to the camera dancing in sync?",A,synchronization_assessment,4,https://www.youtube.com/watch?v=8JjNqTgQW6A,53.0,63.0,order_228.mp4,order,5805.435,589.99,324.043,middle,324.043,334.053,324.043,334.043,334.043
fpsbench_000536,fpsstream_000534,Do the girls in the row closest to the camera all start the dance at the same time?,C,synchronization_assessment,4,https://www.youtube.com/watch?v=8JjNqTgQW6A,52.0,62.0,order_95.mp4,order,84.422,589.99,460.194,late,460.194,470.204,462.194,464.194,464.194
fpsbench_000537,fpsstream_000535,"When the two violinists are shown playing together, are their bows in sync?",A,synchronization_assessment,7,https://www.youtube.com/watch?v=kBy3CNFR4Io,153.0,161.0,order_87.mp4,order,0.671,592.0,147.486,early,147.486,155.486,150.486,154.486,154.486
fpsbench_000538,fpsstream_000536,Which violinist stopped playing first?,C,synchronization_assessment,6,https://www.youtube.com/watch?v=sbl_omg6BIs,145.0,155.0,order_71.mp4,order,27.971,589.99,249.787,middle,249.787,259.797,253.787,255.787,255.787
fpsbench_000539,fpsstream_000537,Does the first chair or second chair violinist begin bowing first?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=o8sTl_0aPOc,5.0,15.0,subPlot_new_all_169.mp4,subPlot,309.836,589.989,419.064,late,419.064,429.075,424.064,426.064,426.064
fpsbench_000540,fpsstream_000538,Which shooter hits the POV character first?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=qn1hmHs_tWc,38.0,48.0,subPlot_new_all_157.mp4,subPlot,1459.009,589.99,164.031,early,164.031,174.041,167.031,169.031,169.031
fpsbench_000541,fpsstream_000539,Did the dancers raise their left arm synchronously?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=GWClpYnrbIs,117.0,126.0,subPlot_new_all_36.mp4,subPlot,37.361,591.0,250.958,middle,250.958,259.958,251.958,256.958,256.958
fpsbench_000542,fpsstream_000540,Do the two dancers on the right thrust their hips forward in sync?,A,synchronization_assessment,5,https://www.youtube.com/watch?v=kndvLJ2P9RM,0.0,10.0,subPlot_new_all_121.mp4,subPlot,59.494,590.0,519.995,late,519.995,529.995,523.995,525.995,525.995
fpsbench_000543,fpsstream_000541,Which of the following is true about two people swinging their arms?,A,synchronization_assessment,5,https://www.youtube.com/watch?v=zzP5qr-ZxHY,50.0,56.0,order_103.mp4,order,58.062,594.0,111.577,early,111.577,117.577,111.577,117.577,117.577
fpsbench_000544,fpsstream_000542,"When all the dancers are visible, which one is the furthest behind in the dance?",D,synchronization_assessment,4,https://www.youtube.com/watch?v=-ApiJ7GWlZU,172.0,185.0,subPlot_new_all_4.mp4,subPlot,229.672,587.0,252.49,middle,252.49,265.49,252.49,265.49,265.49
fpsbench_000545,fpsstream_000543,"When the dancers spin around, are they in sync both times?",A,synchronization_assessment,4,https://www.youtube.com/watch?v=WgopHKbZdvc,7.0,17.0,count_201.mp4,count,1728.107,589.99,497.95,late,497.95,507.96,499.95,505.95,505.95
fpsbench_000546,fpsstream_000544,Are the person in the green hoodie and the person wearing a red shirt jumping synchronously?,A,synchronization_assessment,5,https://www.youtube.com/watch?v=IEHRLB626V8,85.0,91.0,count_40.mp4,count,2.76,594.0,73.938,early,73.938,79.938,73.938,79.938,79.938
fpsbench_000547,fpsstream_000545,Are the three performers synchronous in pulling their dress?,D,synchronization_assessment,6,https://www.youtube.com/watch?v=0von49ru-SQ,180.0,194.0,subPlot_new_all_192.mp4,subPlot,298.351,586.0,293.664,middle,293.664,307.664,301.664,302.664,302.664
fpsbench_000548,fpsstream_000546,Which of the following is true about the Drumss holding their sticks after finishing with both hands?,B,synchronization_assessment,7,https://www.youtube.com/watch?v=KuoXAOMwqNA,23.0,31.0,order_207.mp4,order,75.697,592.0,491.384,late,491.384,499.384,496.384,499.384,499.384
fpsbench_000549,fpsstream_000547,Is the lady in green dancing in sync with the man wearing all blue?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=An1pzxc0LoE,57.0,67.0,movie101_16.mp4,movie101,21.526,590.0,82.807,early,82.807,92.807,82.807,92.807,92.807
fpsbench_000550,fpsstream_000548,Are the dancers in the front in sync for the entire clip?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=ZSGWgGaeKH4,104.0,110.0,subPlot_new_all_148.mp4,subPlot,1142.417,593.994,307.591,middle,307.591,313.597,307.591,313.591,313.591
fpsbench_000551,fpsstream_000549,"In the first dive in the clip, which of these is true?",C,synchronization_assessment,4,https://www.youtube.com/watch?v=iWvO2Z6jOGA,248.0,261.0,subPlot_new_all_137.mp4,subPlot,332.784,587.0,430.281,late,430.281,443.281,430.281,433.281,433.281
fpsbench_000552,fpsstream_000550,Which of these is true about the gait of the horse?,A,synchronization_assessment,10,https://www.youtube.com/watch?v=Mpg_6E4Le6w,20.0,26.0,order_315.mp4,order,4046.527,594.0,69.455,early,69.455,75.455,69.455,72.455,72.455
fpsbench_000553,fpsstream_000551,Does the player in blue land on both feet at the same time after putting the ball up to score?,B,synchronization_assessment,5,https://www.youtube.com/watch?v=mmTjnCRgP_8,110.0,120.0,order_67.mp4,order,30.958,589.99,346.459,middle,346.459,356.469,352.459,354.459,354.459
fpsbench_000554,fpsstream_000552,Which of these is true about the gait of the horse?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=Mpg_6E4Le6w,49.0,55.0,order_99.mp4,order,862.815,594.0,480.317,late,480.317,486.317,480.317,483.317,483.317
fpsbench_000555,fpsstream_000553,"After the cyclist does a mid-air spin, which wheel of the bike hits the ground first?",C,synchronization_assessment,4,https://www.youtube.com/watch?v=Sh4z0NKXQVY,50.0,60.0,subPlot_new_all_17.mp4,subPlot,179.868,589.99,152.273,early,152.273,162.283,157.273,159.273,159.273
fpsbench_000556,fpsstream_000554,"After the cyclist leaps the fence, which wheel of his bike hits the ground first?",B,synchronization_assessment,5,https://www.youtube.com/watch?v=Sh4z0NKXQVY,50.0,60.0,order_346.mp4,order,2379.377,589.99,323.307,middle,323.307,333.317,324.307,326.307,326.307
fpsbench_000557,fpsstream_000555,Do the options menu pops up at the same time on the two phones?,C,synchronization_assessment,5,https://www.youtube.com/watch?v=aPaKsxNu0aE,324.0,336.0,subPlot_new_all_126.mp4,subPlot,165.715,588.0,465.764,late,465.764,477.764,473.764,474.764,474.764
fpsbench_000558,fpsstream_000556,Which of the following is true about the camera flash?,C,blink_and_miss,7,https://www.youtube.com/watch?v=-1449QTBIXI,21.0,32.0,subPlot_new_all_115.mp4,subPlot,255.394,589.0,112.087,early,112.087,123.087,118.087,119.087,119.087
fpsbench_000559,fpsstream_000557,What caused the person in red shirt to fist pump?,D,causality_detection,7,https://www.youtube.com/watch?v=x4DUPG8zcHk,92.0,100.0,subPlot_new_all_24.mp4,subPlot,291.05,592.0,345.311,middle,345.311,353.311,349.311,351.311,351.311
fpsbench_000560,fpsstream_000558,Which of the following is true?,B,causality_detection,8,https://www.youtube.com/watch?v=tnGaBkKaxh8,12.0,27.0,order_25.mp4,order,37.488,584.985,524.177,late,524.177,539.192,535.177,537.177,537.177
fpsbench_000561,fpsstream_000559,What caused the toy car to change direction to rightward?,D,causality_detection,4,https://www.youtube.com/watch?v=5sDpRrtSUqY,87.0,93.0,subPlot_new_all_97.mp4,subPlot,340.95,593.994,88.774,early,88.774,94.78,91.774,93.774,93.774
fpsbench_000562,fpsstream_000560,What numbers did the person roll on the dice?,D,blink_and_miss,6,https://www.youtube.com/watch?v=RMhbzbwW1V4,261.0,275.0,count_220.mp4,count,172.34,586.0,251.457,middle,251.457,265.457,257.457,258.457,258.457
fpsbench_000563,fpsstream_000561,What caused the person to catch the ball with his hand?,B,causality_detection,4,https://www.youtube.com/watch?v=EchpBgWmRWk,9.0,21.0,movie101_109.mp4,movie101,61.903,587.98,425.67,late,425.67,437.69,432.67,434.67,434.67
fpsbench_000564,fpsstream_000562,What caused the person in the blue shirt to fist pump?,C,causality_detection,6,https://www.youtube.com/watch?v=5sFNBaRP234,32.0,50.0,subPlot_new_all_99.mp4,subPlot,89.899,582.0,86.168,early,86.168,104.168,102.168,104.168,104.168
fpsbench_000565,fpsstream_000563,Are the parade members in green hitting their drums in sync?,A,synchronization_assessment,7,https://www.youtube.com/watch?v=rNrD68GGK6o,15.0,25.0,order_172.mp4,order,4375.22,589.99,251.528,middle,251.528,261.538,257.528,259.528,259.528
fpsbench_000566,fpsstream_000564,Which of these best describes the cause of the toy car flipping and landing backwards?,B,causality_detection,4,https://www.youtube.com/watch?v=fslRocxe2SY,80.0,95.0,movie101_86.mp4,movie101,21.854,585.0,471.242,late,471.242,486.242,477.242,479.242,479.242
fpsbench_000567,fpsstream_000565,Did the two scoreboards change from 7 to 8 synchronously?,C,synchronization_assessment,6,https://www.youtube.com/watch?v=zFXUVHRiVZQ,153.0,165.0,subPlot_new_all_14.mp4,subPlot,71.464,587.988,144.161,early,144.161,156.173,150.161,155.161,155.161
fpsbench_000568,fpsstream_000566,Which of the following is true about the two people performing Aikido?,D,synchronization_assessment,4,https://www.youtube.com/watch?v=-VYTC1VZa64,43.0,55.0,subPlot_new_all_42.mp4,subPlot,166.272,587.988,282.064,middle,282.064,294.076,283.064,293.064,293.064
