video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,prune_cache,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_3,Spatial Understanding,Which parts of the face remain unpainted right now?,"['Eyes and lips.', 'Hair and surrounding skin areas.', 'Nose and lips.', 'Eyes and nose.']",Hair and surrounding skin areas.,B,B) Hair and surrounding skin areas.,B,100.0,240.0,241,681,1.0,False,13190,61937,0.213,adaptive,13621,53,3084,7141326848,8,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_4,Event Understanding,What is the primary focus of the video?,"['The artist mixing paints.', 'The artist adjusting the background.', ""The detailed painting of a woman's face."", 'The artist framing the artwork.']",The detailed painting of a woman's face.,C,C) The detailed painting of a woman's face.,C,100.0,460.0,461,681,1.0,False,22268,118477,0.188,adaptive,22873,89,3084,11992039424,8,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_5,Event Understanding,What does the painter focus on during the last strokes?,"['The eyes and hair.', 'The lower face.', 'The background and plant.', 'The canvas texture.']",The lower face.,B,D) The canvas texture.,D,0.0,680.0,681,681,1.0,False,33599,175017,0.192,adaptive,34438,134,3084,18055430144,8,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_1,Spatial Understanding,Where is the green potted plant positioned relative to the painting in the initial scene?,"['To the right of the painting.', 'In front of the painting.', 'To the left of the painting.', 'Above the painting.']",To the left of the painting.,C,B) In front of the painting.,B,0.0,6.0,7,501,1.0,False,906,1799,0.5036,adaptive,1028,4,3084,0,8,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_2,Clips Summarize,Which of the following best summarizes the scene in the video?,"['A detailed exploration of a landscape painting.', 'The process of painting a landscape with vibrant colors.', ""A focus on a woman's portrait with a tranquil expression."", 'An artist discussing the inspiration behind an abstract piece.']",A focus on a woman's portrait with a tranquil expression.,C,B) The process of painting a landscape with vibrant colors.,B,0.0,19.0,20,501,1.0,False,2822,5140,0.549,adaptive,3084,12,3084,1616904192,8,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_3,Spatial Understanding,What is visible in the left lower corner of the frame after the camera zooms out?,"['A decorative statue.', 'A green plant.', 'A part of a bookshelf.', 'A palette of colors.']",A green plant.,B,D) A palette of colors.,D,0.0,178.0,179,501,1.0,False,12762,46003,0.2774,adaptive,13107,51,3084,6871842816,8,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_4,Clips Summarize,Which of the following best summarizes the painting shown in the video?,"['A woman with open eyes and vibrant colors.', 'A landscape with intricate textures.', ""A woman's face with closed eyes and partially painted skin tones."", 'An abstract painting with geometric shapes.']",A woman's face with closed eyes and partially painted skin tones.,C,B) A landscape with intricate textures.,B,0.0,326.0,327,501,1.0,False,20749,84039,0.2469,adaptive,21331,83,3084,11183587328,8,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_5,Clips Summarize,Which of the following best summarizes the content that was just shown in the video?,"['Two paintings of a landscape are displayed, followed by a close-up of a bird sculpture.', 'Two portraits of a woman are shown, with a close-up revealing details of one painting, and then the original view is restored.', ""A painting of a young man is displayed, followed by a description of the artist's technique."", 'A video of an artist painting is shown, with a focus on the brush strokes and colors used.']","Two portraits of a woman are shown, with a close-up revealing details of one painting, and then the original view is restored.",B,"D) A video of an artist painting is shown, with a focus on the",D,0.0,500.0,501,501,1.0,False,31366,128757,0.2436,adaptive,32125,125,3084,16842752000,8,1
Real-Time_Visual_Understanding__sample_129,Real-Time Visual Understanding_sample_129_1,Spatial Understanding,Which side of the head does the person paint first?,"['The top.', 'The left side.', 'The right side.', 'The back.']",The left side.,B,A) The top.,A,0.0,9.0,10,441,1.0,False,852,2570,0.3315,adaptive,1028,4,3084,0,8,1
Real-Time_Visual_Understanding__sample_129,Real-Time Visual Understanding_sample_129_2,Clips Summarize,Which of the following best summarizes the painting process that was just shown in the video?,"['Adding final touches to a landscape.', 'Detailing a person with short brown hair and a red coat.', 'Painting an abstract art piece.', 'Working on a cityscape with vibrant colors.']",Detailing a person with short brown hair and a red coat.,B,C) Painting an abstract art piece.,C,0.0,159.0,160,441,1.0,False,10065,41120,0.2448,adaptive,10280,40,3084,5389680640,8,1
Real-Time_Visual_Understanding__sample_129,Real-Time Visual Understanding_sample_129_3,Causal Reasoning,Why is the artist applying touches to the facial features frequently?,"['To correct mistakes.', 'To emphasize expressions.', 'To add abstract elements.', 'To change the background color.']",To emphasize expressions.,B,B) To emphasize expressions.,B,100.0,299.0,300,441,1.0,False,21140,77100,0.2742,adaptive,21588,84,3084,11318329344,8,1
Real-Time_Visual_Understanding__sample_129,Real-Time Visual Understanding_sample_129_4,Spatial Understanding,Where are the plants located in relation to the painting in the studio?,"['To the right side of the painting.', 'On a table beneath the painting.', 'On the left side of the painting.', 'Behind the artist.']",On the left side of the painting.,C,D) Behind the artist.,D,0.0,440.0,441,441,1.0,False,28483,113337,0.2513,adaptive,29041,113,3084,15225847808,8,1
Real-Time_Visual_Understanding__sample_129,Real-Time Visual Understanding_sample_129_5,Clips Summarize,Which of the following best summarizes the content that was just shown in the video?,"['The artist is setting up the studio before starting to paint.', 'The artist is making precise adjustments to an already detailed portrait.', 'The artist is selecting colors and preparing brushes for a new painting.', 'The artist is cleaning up the studio after completing a painting.']",The artist is making precise adjustments to an already detailed portrait.,B,B) The artist is making precise adjustments to an already detailed portrait.,B,100.0,440.0,441,441,1.0,False,28483,113337,0.2513,adaptive,29041,113,3084,15225847808,8,1
Real-Time_Visual_Understanding__sample_130,Real-Time Visual Understanding_sample_130_1,Clips Summarize,What is the main activity depicted in the video so far?,"['Sketching a helmeted figure.', 'Painting a landscape.', 'Arranging art supplies.', 'Painting a portrait.']",Sketching a helmeted figure.,A,D) Painting a portrait.,D,0.0,19.0,20,643,1.0,False,2273,5140,0.4422,adaptive,2313,9,3084,0,8,1
Real-Time_Visual_Understanding__sample_130,Real-Time Visual Understanding_sample_130_2,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"['A hand paints a helmet with silver and blue accents, focusing on refining details.', 'A hand paints a landscape and then switches to a portrait.', 'A hand starts with abstract strokes and then adds a figure wearing armor.', 'A hand repaints a completed painting with new colors.']","A hand paints a helmet with silver and blue accents, focusing on refining details.",A,"A) A hand paints a helmet with silver and blue accents,",A,100.0,180.0,181,643,1.0,False,10411,46517,0.2238,adaptive,10537,41,3084,5524422656,8,1
Real-Time_Visual_Understanding__sample_130,Real-Time Visual Understanding_sample_130_3,Spatial Understanding,Where is the artist applying pink paint on the helmet right now?,"['The upper left portion.', 'The lower right portion.', 'The upper right portion.', 'The lower left portion.']",The upper right portion.,C,D) The lower left portion.,D,0.0,499.0,500,643,1.0,False,27912,128500,0.2172,adaptive,28270,110,3084,14821621760,8,1
Real-Time_Visual_Understanding__sample_130,Real-Time Visual Understanding_sample_130_4,Clips Summarize,Which of the following best summarizes the artist's activity shown in the video just now?,"['The artist is painting a background with pink paint.', 'The artist is drawing a landscape with various colors.', 'The artist is sketching an abstract figure with fine details.', 'The artist is applying blue and brown accents to a white background.']",The artist is painting a background with pink paint.,A,C) The artist is sketching an abstract figure with fine details.,C,0.0,500.0,501,643,1.0,False,27925,128757,0.2169,adaptive,28527,111,3084,14956363776,8,1
Real-Time_Visual_Understanding__sample_130,Real-Time Visual Understanding_sample_130_5,Spatial Understanding,What objects are scattered behind the easel?,"['Pencils and papers.', 'Paint tubes and brushes.', 'Books and magazines.', 'Sculpting tools and clay.']",Paint tubes and brushes.,B,B) Paint tubes and brushes.,B,100.0,642.0,643,643,1.0,False,38182,165251,0.2311,adaptive,38807,151,3084,20346044416,8,1
Real-Time_Visual_Understanding__sample_131,Real-Time Visual Understanding_sample_131_1,Event Understanding,What sequence of paintings was revealed in the notebook?,"['A fish, a tree, and a landscape.', 'A creature with a long beak, a feline face, and a realistic fish.', 'An abstract design, a human portrait, and a cityscape.', 'A bird, a flower, and a mountain.']","A creature with a long beak, a feline face, and a realistic fish.",B,"B) A creature with a long beak, a feline face, and",B,100.0,17.0,18,560,1.0,False,2232,4626,0.4825,adaptive,2313,9,3084,0,8,1
Real-Time_Visual_Understanding__sample_131,Real-Time Visual Understanding_sample_131_2,Clips Summarize,Which of the following best summarizes the content shown in the video just now?,"['The artist is painting a landscape with various animals.', 'The artist is sketching a detailed rooster using a pencil.', 'The artist is painting abstract shapes and patterns.', ""The artist is painting a rooster's head and body with vibrant colors and detailed brushstrokes.""]",The artist is painting a rooster's head and body with vibrant colors and detailed brushstrokes.,D,D) The artist is painting a rooster's head and body with v,D,100.0,199.0,200,560,1.0,False,13268,51400,0.2581,adaptive,13364,52,3084,7006584832,8,1
Real-Time_Visual_Understanding__sample_131,Real-Time Visual Understanding_sample_131_3,Event Understanding,What is the painter focusing right now?,"['Adding a background landscape.', ""Detailing the chicken's neck and feathers."", ""Painting the chicken's feet."", 'Sketching a second chicken.']",Detailing the chicken's neck and feathers.,B,B) Detailing the chicken's neck and feathers.,B,100.0,372.0,373,560,1.0,False,20210,95861,0.2108,adaptive,20560,80,3084,10779361280,8,1
Real-Time_Visual_Understanding__sample_131,Real-Time Visual Understanding_sample_131_4,Action Perception,What action is the painter performing at the upper left corner of the painting?,"['Adding red paint.', 'Adding green paint.', 'Adding blue paint.', 'Adding yellow paint.']",Adding blue paint.,C,A) Adding red paint.,A,0.0,549.0,550,560,1.0,False,26177,141350,0.1852,adaptive,26728,104,3084,14013169664,8,1
Real-Time_Visual_Understanding__sample_131,Real-Time Visual Understanding_sample_131_5,Event Understanding,What is the painter focusing right now?,"['The painter begins a new painting.', ""The painter adds blue paint to the rooster's body."", 'The painter makes touches and adjustments to the background.', 'The painter signs the painting.']",The painter makes touches and adjustments to the background.,C,A) The painter begins a new painting.,A,0.0,559.0,560,560,1.0,False,26455,143920,0.1838,adaptive,27242,106,3084,14282653696,8,1
Real-Time_Visual_Understanding__sample_132,Real-Time Visual Understanding_sample_132_1,Event Understanding,What does the person do immediately after aligning the paper on the easel?,"['Makes small adjustments by touching the paper.', 'Places a new sketch on the easel.', 'Moves the easel to a different spot.', 'Changes the spotlight angle.']",Makes small adjustments by touching the paper.,A,A) Makes small adjustments by touching the paper.,A,100.0,19.0,20,751,1.0,False,1905,5140,0.3706,adaptive,2056,8,3084,0,8,1
Real-Time_Visual_Understanding__sample_132,Real-Time Visual Understanding_sample_132_2,Spatial Understanding,Where is the potted plant located in relation to the portrait?,"['On the right side.', 'Behind the canvas.', 'On the left side.', 'Under the table.']",On the left side.,C,B) Behind the canvas.,B,0.0,260.0,261,751,1.0,False,14538,67077,0.2167,adaptive,14906,58,3084,7815036928,8,1
Real-Time_Visual_Understanding__sample_132,Real-Time Visual Understanding_sample_132_3,Clips Summarize,Which of the following best summarizes the artist's activity just shown in the video?,"['Creating a landscape painting.', 'Working on a realistic portrait of a woman, focusing on the neck area.', 'Sketching a preliminary outline for a new artwork.', 'Mixing colors on a palette for future use.']","Working on a realistic portrait of a woman, focusing on the neck area.",B,"B) Working on a realistic portrait of a woman, focusing on the",B,100.0,260.0,261,751,1.0,False,14538,67077,0.2167,adaptive,14906,58,3084,7815036928,8,1
Real-Time_Visual_Understanding__sample_132,Real-Time Visual Understanding_sample_132_4,Spatial Understanding,Where are the bird decorations located in the workspace?,"['On the left side.', 'In front of the canvas.', 'On a shelf to the right.', 'Next to the potted plant.']",On a shelf to the right.,C,B) In front of the canvas.,B,0.0,740.0,741,751,1.0,False,37070,190437,0.1947,adaptive,37522,146,3084,19672334336,8,1
Real-Time_Visual_Understanding__sample_132,Real-Time Visual Understanding_sample_132_5,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"['The artist is organizing painting tools in a vibrant studio.', 'The painter is applying broad strokes to a landscape painting.', 'The video captures the detailed process of painting background of a portrait with various brush strokes.', 'The artist is blending colors on the palette while preparing to paint.']",The video captures the detailed process of painting background of a portrait with various brush strokes.,C,C) The video captures the detailed process of painting background of a portrait with,C,100.0,750.0,751,751,1.0,False,37451,193007,0.194,adaptive,38036,148,3084,19941818368,8,1
Real-Time_Visual_Understanding__sample_133,Real-Time Visual Understanding_sample_133_1,Spatial Understanding,What is the position of the paintbrush relative to the sketchbooks initially?,"['In front of the open sketchbook.', 'Between a sketchbook and a white item.', 'Behind the closed sketchbook.', 'To the left of the open sketchbook.']",Between a sketchbook and a white item.,B,A) In front of the open sketchbook.,A,0.0,20.0,21,620,1.0,False,1937,5397,0.3589,adaptive,2056,8,3084,0,8,1
Real-Time_Visual_Understanding__sample_133,Real-Time Visual Understanding_sample_133_2,Event Understanding,What is the artist focusing on right now?,"['Adding a background.', ""Painting the portrait's face."", 'Sketching the portrait.', 'Cleaning the palette.']",Painting the portrait's face.,B,B) Painting the portrait's face.,B,100.0,219.0,220,620,1.0,False,11762,56540,0.208,adaptive,12079,47,3084,6332874752,8,1
Real-Time_Visual_Understanding__sample_133,Real-Time Visual Understanding_sample_133_3,Spatial Understanding,Where is the painting set while the artist works on it?,"['On an easel.', 'On the floor.', 'On a table.', 'On a wall.']",On a table.,C,A) On an easel.,A,0.0,420.0,421,620,1.0,False,21417,108197,0.1979,adaptive,21845,85,3084,11453071360,8,1
Real-Time_Visual_Understanding__sample_133,Real-Time Visual Understanding_sample_133_4,Clips Summarize,Which of the following best summarizes the painting process shown just now?,"['A rough sketch of a landscape.', 'Add background color to the portrait.', 'An abstract painting with vibrant colors.', 'A still life painting of fruits and flowers.']",Add background color to the portrait.,B,B) Add background color to the portrait.,B,100.0,420.0,421,620,1.0,False,21417,108197,0.1979,adaptive,21845,85,3084,11453071360,8,1
Real-Time_Visual_Understanding__sample_133,Real-Time Visual Understanding_sample_133_5,Clips Summarize,Which of the following best summarizes the painting process in the video?,"['Bold brushstrokes on a colorful landscape.', 'Fine details on a still life painting.', 'Detailing a portrait of a man with dark hair and a serious expressions.', 'Subtle shading on an abstract design.']",Detailing a portrait of a man with dark hair and a serious expressions.,C,C) Detailing a portrait of a man with dark hair and a serious,C,100.0,619.0,620,620,1.0,False,36978,159340,0.2321,adaptive,37522,146,3084,19672334336,8,1
Real-Time_Visual_Understanding__sample_134,Real-Time Visual Understanding_sample_134_1,Event Understanding,Which part of the drawing is being detailed by the brush in the first few seconds?,"['The left eye.', 'The right eye.', 'The nose.', 'The mouth.']",The left eye.,A,A) The left eye.,A,100.0,20.0,21,560,1.0,False,1087,5397,0.2014,adaptive,1285,5,3084,0,8,1
Real-Time_Visual_Understanding__sample_134,Real-Time Visual Understanding_sample_134_2,Clips Summarize,Which of the following best summarizes the content just shown in the video?,"['A paintbrush outlines and details floral elements.', 'A detailed drawing of a face is created from scratch.', 'A paintbrush adds color to the floral headpiece.', 'A paintbrush outlines and fills in the eyes of a detailed drawing.']",A paintbrush outlines and fills in the eyes of a detailed drawing.,D,D) A paintbrush outlines and fills in the eyes of a detailed,D,100.0,20.0,21,560,1.0,False,1087,5397,0.2014,adaptive,1285,5,3084,0,8,1
Real-Time_Visual_Understanding__sample_134,Real-Time Visual Understanding_sample_134_3,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"[""An artist begins sketching a woman's face on a new canvas."", ""An artist is detailing a woman's face, focusing on her eyes, cheeks, and nose."", 'An artist adds a detailed background to a painting of a woman.', ""An artist is drawing abstract patterns around a woman's face.""]","An artist is detailing a woman's face, focusing on her eyes, cheeks, and nose.",B,"B) An artist is detailing a woman's face, focusing on",B,100.0,200.0,201,560,1.0,False,9255,51657,0.1792,adaptive,9509,37,3084,4985454592,8,1
Real-Time_Visual_Understanding__sample_134,Real-Time Visual Understanding_sample_134_4,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"['A landscape being painted with different shades of green.', 'A portrait of a woman being detailed with various brushes.', 'An abstract painting with bright colors.', 'A still life of fruits being created with careful strokes.']",A portrait of a woman being detailed with various brushes.,B,B) A portrait of a woman being detailed with various brushes.,B,100.0,380.0,381,560,1.0,False,16634,97917,0.1699,adaptive,16962,66,3084,8892973056,8,1
Real-Time_Visual_Understanding__sample_134,Real-Time Visual Understanding_sample_134_5,Clips Summarize,Which of the following best summarizes the content of the video?,"['An artist painting a landscape.', 'An artist creating a portrait with vibrant colors and detailed features.', 'A woman decorating her hair with flowers.', 'An artist discussing painting techniques.']",An artist creating a portrait with vibrant colors and detailed features.,B,B) An artist creating a portrait with vibrant colors and detailed features.,B,100.0,559.0,560,560,1.0,False,24416,143920,0.1696,adaptive,24929,97,3084,13069975552,8,1
Real-Time_Visual_Understanding__sample_135,Real-Time Visual Understanding_sample_135_1,Clips Summarize,Which of the following best summarizes the painting just shown in the video?,"['A partially painted left eye with preliminary details.', 'A complete and detailed right eye, including the upper eyelid line.', 'A detailed sketch of the entire face with no paint.', 'An unfinished sketch with some paint on the lips.']","A complete and detailed right eye, including the upper eyelid line.",B,A) A partially painted left eye with preliminary details.,A,0.0,19.0,20,561,1.0,False,1210,5140,0.2354,adaptive,1285,5,3084,0,8,1
Real-Time_Visual_Understanding__sample_135,Real-Time Visual Understanding_sample_135_2,Spatial Understanding,Which area of the face remains largely unpainted so far?,"['The eyes.', 'The lips.', 'The eyebrows.', 'The cheeks and hair.']",The cheeks and hair.,D,C) The eyebrows.,C,0.0,187.0,188,561,1.0,False,10521,48316,0.2178,adaptive,10794,42,3084,5659164672,8,1
Real-Time_Visual_Understanding__sample_135,Real-Time Visual Understanding_sample_135_3,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"['The artist is preparing a new canvas for painting.', 'This artist is adding details to the face of the portrait.', 'The artist is drawing a rough sketch of a landscape.', 'The artist is cleaning up after completing a painting.']",This artist is adding details to the face of the portrait.,B,B) This artist is adding details to the face of the portrait.,B,100.0,380.0,381,561,1.0,False,20570,97917,0.2101,adaptive,21074,82,3084,11048845312,8,1
Real-Time_Visual_Understanding__sample_135,Real-Time Visual Understanding_sample_135_5,Clips Summarize,Which statement best summarizes the painting process just shown in the video?,"['The artist is rapidly applying layers of paint with a wide brush.', 'The painter is outdoors, capturing a landscape with vivid colors.', ""The artist is working methodically on a woman's portrait, focusing on hair details indoors."", 'The canvas depicts an abstract scene with no distinguishable features.']","The artist is working methodically on a woman's portrait, focusing on hair details indoors.",C,A) The artist is rapidly applying layers of paint with a wide brush.,A,0.0,558.0,559,561,1.0,False,27846,143663,0.1938,adaptive,28527,111,3084,14956363776,8,1
Real-Time_Visual_Understanding__sample_135,Real-Time Visual Understanding_sample_135_4,Spatial Understanding,What is positioned to the left of the canvas?,"['A window.', 'A green plant.', 'A cup of coffee.', 'A lamp.']",A green plant.,B,A) A window.,A,0.0,560.0,561,561,1.0,False,27918,144177,0.1936,adaptive,28784,112,3084,15091105792,8,1
Real-Time_Visual_Understanding__sample_136,Real-Time Visual Understanding_sample_136_2,Spatial Understanding,Where is the white palette located relative to the canvas?,"['To the left of the canvas.', 'Above the canvas.', 'Below the canvas.', 'To the right of the canvas.']",To the right of the canvas.,D,B) Above the canvas.,B,0.0,8.0,9,500,1.0,False,785,2313,0.3394,adaptive,1028,4,3084,0,8,1
Real-Time_Visual_Understanding__sample_136,Real-Time Visual Understanding_sample_136_1,Text-Rich Understanding,What are the dimensions of the canvas just shown in the video?,"['25 cm by 20 cm.', '28 cm by 23 cm.', '30 cm by 25 cm.', '32 cm by 28 cm.']",28 cm by 23 cm.,B,B) 28 cm by 23 cm.,B,100.0,20.0,21,500,1.0,False,1673,5397,0.31,adaptive,2056,8,3084,0,8,1
Real-Time_Visual_Understanding__sample_136,Real-Time Visual Understanding_sample_136_3,Spatial Understanding,Where is the palette located in relation to the canvas?,"['To the left of the canvas.', 'Above the canvas.', 'Below the canvas.', 'To the right of the canvas.']",To the right of the canvas.,D,A) To the left of the canvas.,A,0.0,179.0,180,500,1.0,False,14188,46260,0.3067,adaptive,14649,57,3084,7680294912,8,1
Real-Time_Visual_Understanding__sample_136,Real-Time Visual Understanding_sample_136_4,Event Understanding,What does the painter do after shifting to a broader view of the canvas?,"['Cleans the brush.', 'Adds details to the water.', 'Mixes paint on the palette.', 'Adjusts the position of the canvas.']",Mixes paint on the palette.,C,B) Adds details to the water.,B,0.0,334.0,335,500,1.0,False,23294,86095,0.2706,adaptive,23901,93,3084,12531007488,8,1
Real-Time_Visual_Understanding__sample_136,Real-Time Visual Understanding_sample_136_5,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"['The artist paints a bright sunny day with flowers and butterflies.', 'The artist creates a night scene with stars and a moon.', 'The artist illustrates a winter landscape with snow and ice.', 'The artist depicts a sunset over water, adding vertical elements like trees or reeds.']","The artist depicts a sunset over water, adding vertical elements like trees or reeds.",D,"D) The artist depicts a sunset over water, adding vertical elements",D,100.0,499.0,500,500,1.0,False,33009,128500,0.2569,adaptive,33667,131,3084,17651204096,8,1
Real-Time_Visual_Understanding__sample_137,Real-Time Visual Understanding_sample_137_1,Clips Summarize,Which of the following best describes the initial actions shown in the clip?,"['A hand is painting directly on a canvas.', 'A plastic sheet is covered with paint stains, then a name appears.', 'A blank canvas is being prepared for painting.', 'Paint is being dispensed onto a plastic sheet covering a canvas.']",Paint is being dispensed onto a plastic sheet covering a canvas.,D,D) Paint is being dispensed onto a plastic sheet covering a canvas,D,100.0,12.0,13,921,1.0,False,1626,3341,0.4867,adaptive,1799,7,3084,0,8,1
Real-Time_Visual_Understanding__sample_137,Real-Time Visual Understanding_sample_137_2,Prospective Reasoning,What is likely the next step after dispensing all the paint colors onto the plastic sheet?,"['The hand will spread the paint across the sheet.', 'The plastic sheet will be removed from the canvas.', 'Additional colors will be added.', 'The text ""CorreaArt"" will be erased.']",The plastic sheet will be removed from the canvas.,B,A) The hand will spread the paint across the sheet.,A,0.0,19.0,20,921,1.0,False,2456,5140,0.4778,adaptive,2827,11,3084,0,8,1
Real-Time_Visual_Understanding__sample_137,Real-Time Visual Understanding_sample_137_3,Spatial Understanding,Where are the various squeezed paint tubes located in relation to the canvas?,"['To the left of the canvas.', 'On a shelf above the canvas.', 'Below the canvas on the floor.', 'On a wooden table to the right of the canvas.']",On a wooden table to the right of the canvas.,D,D) On a wooden table to the right of the canvas.,D,100.0,308.0,309,921,1.0,False,22182,79413,0.2793,adaptive,22616,88,3084,11857297408,8,1
Real-Time_Visual_Understanding__sample_137,Real-Time Visual Understanding_sample_137_4,Causal Reasoning,Why does the paint mixture become deeper and richer in purple color right now?,"['Because more orange paint was added.', 'Because more red and blue paint was added.', 'Because purple paint was added.', 'Because the palette knife was cleaned.']",Because more red and blue paint was added.,B,C) Because purple paint was added.,C,0.0,616.0,617,921,1.0,False,38680,158569,0.2439,adaptive,39321,153,3084,20615528448,8,1
Real-Time_Visual_Understanding__sample_137,Real-Time Visual Understanding_sample_137_5,Clips Summarize,Which of the following best summarizes the artistic process just shown in the clip?,"['A painter adding final touches to a portrait.', 'A painter cleaning their tools after finishing a painting.', 'A painter starting a new abstract piece.', 'A painter refining the details of ocean waves.']",A painter refining the details of ocean waves.,D,D) A painter refining the details of ocean waves.,D,100.0,920.0,921,921,1.0,False,50744,236697,0.2144,adaptive,51400,200,3084,26948403200,8,1
Real-Time_Visual_Understanding__sample_138,Real-Time Visual Understanding_sample_138_1,Clips Summarize,Which of the following best summarizes the initial painting process in the clip?,"['Applying and blending cerulean blue and white paint on the upper part of the canvas.', 'Setting up various colors of paint and brushes on the canvas.', 'Drawing an outline before filling in with different colors.', 'Cleaning the brushes and preparing the paint palette.']",Applying and blending cerulean blue and white paint on the upper part of the canvas.,A,A) Applying and blending cerulean blue and white paint on the,A,100.0,19.0,20,380,1.0,False,2114,5140,0.4113,adaptive,2313,9,3084,0,8,1
Real-Time_Visual_Understanding__sample_138,Real-Time Visual Understanding_sample_138_2,Clips Summarize,Which of the following best summarizes the painting activity just shown in the video?,"[""Adding texture to a tree's foliage against a blue sky."", 'Painting a landscape with mountains and a river.', 'Creating a portrait with detailed facial features.', 'Sketching a building with architectural details.']",Adding texture to a tree's foliage against a blue sky.,A,A) Adding texture to a tree's foliage against a blue sky,A,100.0,140.0,141,380,1.0,False,10528,36237,0.2905,adaptive,10794,42,3084,5659164672,8,1
Real-Time_Visual_Understanding__sample_138,Real-Time Visual Understanding_sample_138_3,Clips Summarize,Which of the following options best describes what the artist is doing?,"['An artist painting a landscape with a bright sky and a leafy tree.', 'An artist drawing a portrait of a person.', 'An artist sculpting a figure out of clay.', 'An artist photographing a nature scene.']",An artist painting a landscape with a bright sky and a leafy tree.,A,A) An artist painting a landscape with a bright sky and a leafy tree,A,100.0,259.0,260,380,1.0,False,16672,66820,0.2495,adaptive,16962,66,3084,8892973056,8,1
Real-Time_Visual_Understanding__sample_138,Real-Time Visual Understanding_sample_138_4,Spatial Understanding,Where is the artist adding pink flowers on the canvas?,"['Top right quadrant.', 'Bottom left quadrant.', 'Center of the canvas.', 'Top left quadrant.']",Bottom left quadrant.,B,C) Center of the canvas.,C,0.0,368.0,369,380,1.0,False,22316,94833,0.2353,adaptive,22616,88,3084,11857297408,8,1
Real-Time_Visual_Understanding__sample_138,Real-Time Visual Understanding_sample_138_5,Clips Summarize,Which of the following best summarizes the painting process just shown in the video?,"['An artist adding intricate floral details to a scenic painting.', 'An artist painting a mountainous scene with animals.', 'An artist sculpting a clay model of a tree.', 'An artist drawing a sketch of a cityscape.']",An artist adding intricate floral details to a scenic painting.,A,A) An artist adding intricate floral details to a scenic painting.,A,100.0,379.0,380,380,1.0,False,22846,97660,0.2339,adaptive,23387,91,3084,12261523456,8,1
Real-Time_Visual_Understanding__sample_139,Real-Time Visual Understanding_sample_139_1,Clips Summarize,Which of the following best summarizes the initial sequence of the video?,"['A dark screen is followed by a splash screen, then a hand arranges and prepares paint for a painting session.', 'A splash screen is followed by a dark screen, then a hand arranges brushes for a painting session.', 'A white canvas is shown first, followed by a splash screen and paint tubes being arranged.', 'A palette is shown with various colors, followed by a splash screen and a hand preparing brushes.']","A dark screen is followed by a splash screen, then a hand arranges and prepares paint for a painting session.",A,"A) A dark screen is followed by a splash screen, then a hand",A,100.0,20.0,21,501,1.0,False,1981,5397,0.3671,adaptive,2056,8,3084,0,8,1
Real-Time_Visual_Understanding__sample_139,Real-Time Visual Understanding_sample_139_2,Spatial Understanding,Where is the masking tape positioned on the canvas?,"['Along the top edge.', 'Along the bottom edge.', 'Aligning with the horizon.', 'Vertical down the center.']",Aligning with the horizon.,C,C) Aligning with the horizon.,C,100.0,164.0,165,501,1.0,False,13972,42405,0.3295,adaptive,14135,55,3084,7410810880,8,1
Real-Time_Visual_Understanding__sample_139,Real-Time Visual Understanding_sample_139_3,Causal Reasoning,Why did the hand reach towards the palette just now?,"['To clean the brush.', 'To mix and pick up more paint.', 'To adjust the masking tape.', 'To start a new painting.']",To mix and pick up more paint.,B,B) To mix and pick up more paint.,B,100.0,180.0,181,501,1.0,False,15363,46517,0.3303,adaptive,15677,61,3084,8219262976,8,1
Real-Time_Visual_Understanding__sample_139,Real-Time Visual Understanding_sample_139_4,Spatial Understanding,Where is the hand focusing its painting efforts right now?,"['On the sandy beach.', 'On the horizon line.', 'On the the second wave.', 'On the fluffy white clouds.']",On the the second wave.,C,A) On the sandy beach.,A,0.0,338.0,339,501,1.0,False,26861,87123,0.3083,adaptive,27242,106,3084,14282653696,8,1
